index;TravelPrice;allerdepart;allerarrivee;retourdepart;retourarrivee;allercompanie;retourcompanie;allertimetravel;retourtimetravel;allerescale;retourescales;allerdeparth;allerarriveeh;retourdeparth;retourarriveeh
245;357,80;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;6 h 55 min;6 h 10 min;1 escale;1 escale;12:40;19:35;13:00;19:10
246;357,80;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;6 h 55 min;5 h 10 min;1 escale;1 escale;12:40;19:35;11:00;16:10
247;360,56;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· British Airways;· Iberia;7 h 25 min;2 h 05 min;1 escale;direct;11:50;19:15;20:10;22:15
248;364,98;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air France;· Klm Royal Dutch Airlines;2 h 05 min;5 h 10 min;direct;1 escale;15:20;17:25;11:00;16:10
249;364,98;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Klm Royal Dutch Airlines;2 h 05 min;6 h 10 min;direct;1 escale;15:20;17:25;13:00;19:10
250;371,78;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;4 h 45 min;6 h 50 min;1 escale;1 escale;18:40;23:25;11:00;17:50
251;372,45;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 05 min;5 h 20 min;direct;1 escale;14:25;16:30;12:05;17:25
252;372,45;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· British Airways;2 h 05 min;5 h 20 min;direct;1 escale;12:40;14:45;12:05;17:25
253;376,67;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Klm Royal Dutch Airlines;2 h 10 min;4 h 55 min;direct;1 escale;13:15;15:25;06:00;10:55
254;376,67;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Air France;· Klm Royal Dutch Airlines;2 h 10 min;4 h 55 min;direct;1 escale;20:55;23:05;06:00;10:55
255;378,05;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· British Airways;· Iberia;6 h 00 min;2 h 05 min;1 escale;direct;16:10;22:10;16:35;18:40
256;378,05;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· British Airways;· Iberia;6 h 00 min;2 h 05 min;1 escale;direct;16:10;22:10;14:30;16:35
257;380,21;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;6 h 55 min;4 h 50 min;1 escale;1 escale;12:40;19:35;13:00;17:50
258;380,96;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· British Airways;· Iberia;6 h 00 min;2 h 10 min;1 escale;direct;16:10;22:10;19:55;22:05
259;384,13;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 05 min;5 h 20 min;direct;1 escale;10:15;12:20;12:05;17:25
260;384,13;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· British Airways;2 h 05 min;5 h 20 min;direct;1 escale;17:20;19:25;12:05;17:25
261;385,08;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;6 h 30 min;6 h 10 min;1 escale;1 escale;16:55;23:25;13:00;19:10
262;385,08;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;6 h 30 min;5 h 10 min;1 escale;1 escale;16:55;23:25;11:00;16:10
263;386,42;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Klm Royal Dutch Airlines;2 h 05 min;4 h 50 min;direct;1 escale;15:20;17:25;13:00;17:50
264;388,21;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· British Airways;2 h 15 min;5 h 20 min;direct;1 escale;11:40;13:55;12:05;17:25
265;388,51;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Lufthansa;· Lufthansa;8 h 30 min;5 h 50 min;1 escale;1 escale;14:45;23:15;16:55;22:45
266;392,07;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Klm Royal Dutch Airlines;· Air France;4 h 45 min;2 h 10 min;1 escale;direct;18:40;23:25;20:10;22:20
267;392,07;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Air France;4 h 45 min;2 h 10 min;1 escale;direct;18:40;23:25;16:25;18:35
268;394,57;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Air France;· Air France;2 h 05 min;2 h 10 min;direct;direct;09:20;11:25;12:25;14:35
269;394,57;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Air France;2 h 05 min;2 h 10 min;direct;direct;09:20;11:25;10:00;12:10
270;396,48;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· British Airways;· Iberia;6 h 00 min;2 h 05 min;1 escale;direct;16:10;22:10;11:35;13:40
271;396,48;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· British Airways;· Iberia;6 h 00 min;2 h 05 min;1 escale;direct;16:10;22:10;18:05;20:10
272;401,39;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air France;· Air France;2 h 05 min;2 h 20 min;direct;direct;09:20;11:25;06:40;09:00
273;402,63;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 05 min;5 h 20 min;direct;1 escale;20:55;23:00;12:05;17:25
274;402,63;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· British Airways;2 h 05 min;5 h 20 min;direct;1 escale;19:25;21:30;12:05;17:25
275;406,51;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;6 h 30 min;4 h 50 min;1 escale;1 escale;16:55;23:25;13:00;17:50
276;408,22;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· British Airways;2 h 05 min;6 h 45 min;direct;1 escale;12:40;14:45;08:40;15:25
277;408,48;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 05 min;7 h 05 min;direct;1 escale;12:40;14:45;12:40;19:45
278;411,44;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;17:05;19:05;07:10;09:05
279;411,44;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;17:05;19:05;16:40;18:35
280;411,44;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;17:05;19:05;14:10;16:05
281;418,57;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Air France;6 h 55 min;2 h 10 min;1 escale;direct;12:40;19:35;16:25;18:35
282;418,57;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Klm Royal Dutch Airlines;· Air France;6 h 55 min;2 h 10 min;1 escale;direct;12:40;19:35;20:10;22:20
283;419,70;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· British Airways;· British Airways;6 h 00 min;6 h 25 min;1 escale;1 escale;16:10;22:10;07:40;14:05
284;420,16;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· British Airways;2 h 05 min;7 h 05 min;direct;1 escale;10:15;12:20;12:40;19:45
285;421,70;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;· British Airways;· Iberia;6 h 00 min;2 h 05 min;1 escale;direct;16:10;22:10;09:50;11:55
286;421,70;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· British Airways;· Iberia;6 h 00 min;2 h 05 min;1 escale;direct;16:10;22:10;07:25;09:30
287;423,27;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 15 min;7 h 05 min;direct;1 escale;11:40;13:55;12:40;19:45
288;423,99;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· British Airways;2 h 15 min;6 h 45 min;direct;1 escale;11:40;13:55;08:40;15:25
289;424,77;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Air France;2 h 05 min;2 h 10 min;direct;direct;15:20;17:25;20:10;22:20
290;424,77;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Air France;· Air France;2 h 05 min;2 h 10 min;direct;direct;15:20;17:25;16:25;18:35
291;426,50;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Lufthansa;· Lufthansa;4 h 40 min;5 h 50 min;1 escale;1 escale;11:15;15:55;16:55;22:45
292;435,74;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· British Airways;2 h 05 min;6 h 25 min;direct;1 escale;10:15;12:20;09:00;15:25
293;436,10;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Klm Royal Dutch Airlines;2 h 05 min;6 h 10 min;direct;1 escale;09:20;11:25;13:00;19:10
294;436,10;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Air France;· Klm Royal Dutch Airlines;2 h 05 min;5 h 10 min;direct;1 escale;09:20;11:25;11:00;16:10
295;438,85;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 15 min;6 h 25 min;direct;1 escale;11:40;13:55;09:00;15:25
296;442,36;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;4 h 45 min;4 h 55 min;1 escale;1 escale;18:40;23:25;06:00;10:55
297;442,39;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 15 min;7 h 05 min;direct;1 escale;07:30;09:45;15:50;22:55
298;444,87;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Klm Royal Dutch Airlines;· Air France;6 h 30 min;2 h 10 min;1 escale;direct;16:55;23:25;20:10;22:20
299;444,87;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Air France;6 h 30 min;2 h 10 min;1 escale;direct;16:55;23:25;16:25;18:35
300;449,18;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;· Iberia;· Iberia;2 h 05 min;2 h 10 min;direct;direct;07:30;09:35;19:55;22:05
301;451,83;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Lufthansa;· Lufthansa;7 h 25 min;5 h 05 min;1 escale;1 escale;08:30;15:55;08:30;13:35
302;457,53;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air France;· Klm Royal Dutch Airlines;2 h 05 min;4 h 50 min;direct;1 escale;09:20;11:25;13:00;17:50
303;459,92;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 15 min;6 h 25 min;direct;1 escale;07:30;09:45;07:40;14:05
304;459,92;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· British Airways;2 h 15 min;7 h 15 min;direct;1 escale;07:30;09:45;06:50;14:05
305;459,92;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 15 min;5 h 40 min;direct;1 escale;07:30;09:45;17:15;22:55
306;466,65;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· British Airways;2 h 05 min;6 h 45 min;direct;1 escale;14:25;16:30;08:40;15:25
307;467,89;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;6 h 55 min;4 h 55 min;1 escale;1 escale;12:40;19:35;06:00;10:55
308;475,07;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air France;· Klm Royal Dutch Airlines;2 h 05 min;4 h 55 min;direct;1 escale;15:20;17:25;06:00;10:55
309;478,33;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 05 min;6 h 45 min;direct;1 escale;10:15;12:20;08:40;15:25
310;478,33;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· British Airways;2 h 05 min;6 h 45 min;direct;1 escale;17:20;19:25;08:40;15:25
311;479,65;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Lufthansa;· Lufthansa;8 h 30 min;5 h 05 min;1 escale;1 escale;09:10;17:40;08:30;13:35
312;484,20;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air France;· Air France;2 h 10 min;2 h 10 min;direct;direct;13:15;15:25;18:25;20:35
313;484,20;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Air France;2 h 10 min;2 h 10 min;direct;direct;20:55;23:05;18:25;20:35
314;484,43;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· British Airways;2 h 05 min;7 h 05 min;direct;1 escale;14:25;16:30;12:40;19:45
315;484,43;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· British Airways;2 h 05 min;7 h 05 min;direct;1 escale;12:40;14:45;12:40;19:45
316;485,17;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air France;· Air France;2 h 10 min;2 h 10 min;direct;direct;06:55;09:05;12:25;14:35
317;485,17;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Air France;2 h 10 min;2 h 10 min;direct;direct;06:55;09:05;10:00;12:10
318;488,01;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;19:40;21:40;16:40;18:35
319;488,01;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;19:40;21:40;14:10;16:05
320;488,01;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;10:05;12:05;16:40;18:35
321;488,01;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;10:05;12:05;14:10;16:05
322;488,01;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;19:40;21:40;07:10;09:05
323;488,01;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;10:05;12:05;07:10;09:05
324;488,01;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;19:40;21:40;16:40;18:35
325;488,01;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;19:40;21:40;14:10;16:05
326;488,01;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;10:05;12:05;16:40;18:35
327;488,01;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Air Europa;· Air Europa;2 h 00 min;1 h 55 min;direct;direct;10:05;12:05;14:10;16:05
328;491,02;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;· Air France;· Air France;2 h 10 min;2 h 20 min;direct;direct;06:55;09:05;06:40;09:00
329;495,17;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;6 h 30 min;4 h 55 min;1 escale;1 escale;16:55;23:25;06:00;10:55
330;495,89;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;· Air France;· Air France;2 h 05 min;2 h 10 min;direct;direct;09:20;11:25;20:10;22:20
331;495,89;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Air France;2 h 05 min;2 h 10 min;direct;direct;09:20;11:25;16:25;18:35
332;495,94;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· British Airways;2 h 15 min;7 h 45 min;direct;1 escale;07:30;09:45;07:40;15:25
333;499,49;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;· ITA Airways;· ITA Airways;5 h 30 min;5 h 35 min;1 escale;1 escale;11:45;17:15;18:05;23:40
334;502,22;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Lufthansa;· Lufthansa;8 h 35 min;5 h 05 min;1 escale;1 escale;09:05;17:40;08:30;13:35
335;503,32;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Air France;5 h 05 min;2 h 10 min;1 escale;direct;07:10;12:15;12:25;14:35
336;503,32;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Klm Royal Dutch Airlines;· Air France;5 h 05 min;2 h 10 min;1 escale;direct;07:10;12:15;10:00;12:10
337;509,17;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Air France;5 h 05 min;2 h 20 min;1 escale;direct;07:10;12:15;06:40;09:00
338;511,62;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· British Airways;· British Airways;5 h 45 min;5 h 40 min;1 escale;1 escale;07:00;12:45;17:15;22:55
339;525,73;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Air France;· Klm Royal Dutch Airlines;2 h 10 min;6 h 10 min;direct;1 escale;06:55;09:05;13:00;19:10
340;525,73;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Air France;· Klm Royal Dutch Airlines;2 h 10 min;5 h 10 min;direct;1 escale;06:55;09:05;11:00;16:10
341;541,30;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· TAP Portugal;· TAP Portugal;6 h 55 min;5 h 05 min;2 escales;1 escale;07:10;14:05;17:55;23:00
342;550,40;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· British Airways;· British Airways;6 h 00 min;6 h 45 min;1 escale;1 escale;16:10;22:10;08:40;15:25
343;555,28;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;5 h 05 min;5 h 10 min;1 escale;1 escale;07:10;12:15;11:00;16:10
344;555,28;Charles De Gaul... (CDG), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Klm Royal Dutch Airlines;· Klm Royal Dutch Airlines;5 h 05 min;6 h 10 min;1 escale;1 escale;07:10;12:15;13:00;19:10
